ax,ay,az,gx,gy,gz,mx,my,mz
0.01,-0.02,-1.01,-0.37,0.18,-0.18,149.00,21.00,-154.00
0.01,-0.02,-1.01,-0.43,0.18,-0.24,150.00,21.00,-158.00
0.01,-0.02,-1.01,-0.37,0.18,-0.24,145.00,21.00,-157.00
0.01,-0.02,-1.01,-0.49,0.18,-0.24,147.00,21.00,-158.00
0.01,-0.02,-1.01,-0.37,0.24,-0.12,149.00,22.00,-155.00
0.01,-0.02,-1.01,-0.49,0.18,-0.24,149.00,21.00,-161.00
0.01,-0.02,-1.01,-0.43,0.12,-0.24,148.00,20.00,-154.00
0.01,-0.02,-1.01,-0.24,0.18,-0.18,148.00,21.00,-153.00
0.01,-0.02,-1.01,-0.37,0.18,-0.24,149.00,20.00,-157.00
0.01,-0.01,-1.01,-0.49,0.18,-0.18,148.00,21.00,-154.00
