ax,ay,az,gx,gy,gz,mx,my,mz
-0.98,0.03,-0.03,-0.49,0.49,-0.31,-104.00,266.00,-18.00
-0.98,0.03,-0.03,-0.18,0.31,-0.55,-103.00,265.00,-18.00
-0.98,0.03,-0.04,0.49,-0.55,0.12,-103.00,264.00,-16.00
-0.98,0.03,-0.03,-0.12,0.00,-0.79,-103.00,267.00,-21.00
-0.98,0.03,-0.03,-0.79,0.67,-0.55,-103.00,265.00,-12.00
-0.98,0.03,-0.04,-1.04,0.24,0.49,-104.00,264.00,-22.00
-0.98,0.03,-0.04,-0.61,0.31,-0.61,-103.00,266.00,-15.00
-0.98,0.03,-0.04,0.00,0.00,-0.67,-102.00,266.00,-15.00
-0.98,0.03,-0.03,-0.85,0.37,-0.12,-103.00,265.00,-17.00
-0.98,0.03,-0.03,0.43,0.06,-0.67,-105.00,264.00,-18.00
-0.98,0.03,-0.03,-0.06,0.55,-0.18,-103.00,264.00,-17.00
-0.98,0.03,-0.03,0.00,-0.24,-0.61,-104.00,264.00,-18.00
-0.98,0.03,-0.03,-0.43,0.00,-0.31,-105.00,264.00,-17.00
-0.98,0.02,-0.04,-0.79,0.49,0.55,-101.00,267.00,-14.00
-0.98,0.03,-0.04,-0.37,-0.12,0.79,-102.00,267.00,-17.00
-0.98,0.03,-0.03,-0.43,-0.55,0.79,-103.00,263.00,-19.00
-0.98,0.03,-0.03,-0.43,0.24,0.31,-105.00,266.00,-20.00
-0.98,0.03,-0.03,-0.61,0.79,0.00,-103.00,267.00,-20.00
-0.98,0.03,-0.03,0.61,-0.37,0.06,-104.00,264.00,-18.00
-0.98,0.03,-0.03,-0.12,-0.67,0.67,-103.00,267.00,-18.00
-0.98,0.03,-0.03,0.31,0.31,0.00,-105.00,265.00,-18.00
-0.98,0.03,-0.03,-1.04,-0.61,-0.49,-101.00,266.00,-14.00
-0.98,0.03,-0.04,-1.46,0.31,-0.92,-103.00,264.00,-19.00
-0.98,0.03,-0.04,0.00,0.12,-1.04,-102.00,263.00,-17.00
-0.98,0.03,-0.04,0.00,0.06,-0.37,-102.00,264.00,-16.00
-0.98,0.03,-0.03,0.06,-0.12,0.06,-103.00,262.00,-16.00
-0.98,0.03,-0.04,0.06,-0.12,0.06,-104.00,265.00,-18.00
-0.98,0.03,-0.04,-0.37,0.06,-0.49,-106.00,266.00,-16.00
-0.98,0.03,-0.04,-0.24,-0.24,-0.06,-105.00,261.00,-16.00
-0.98,0.03,-0.04,-0.73,0.00,0.12,-103.00,266.00,-16.00
-0.98,0.03,-0.04,-1.04,0.12,0.49,-103.00,265.00,-14.00
-0.98,0.03,-0.03,-1.83,0.92,-0.55,-103.00,268.00,-19.00
-0.98,0.03,-0.03,0.43,-0.37,-0.43,-102.00,265.00,-18.00
-0.98,0.03,-0.04,-0.18,0.18,-0.67,-102.00,265.00,-20.00
-0.98,0.03,-0.04,-0.12,-0.06,-0.55,-104.00,264.00,-17.00
-0.98,0.03,-0.04,-2.14,0.92,-0.31,-102.00,265.00,-17.00
-0.98,0.03,-0.04,-0.67,0.00,0.18,-102.00,264.00,-20.00
-0.98,0.03,-0.04,-1.04,0.18,0.92,-104.00,265.00,-17.00
-0.98,0.03,-0.04,0.31,0.49,-0.12,-105.00,266.00,-15.00
-0.98,0.03,-0.04,0.06,-0.49,-0.18,-103.00,263.00,-21.00
-0.98,0.03,-0.03,-0.61,-0.12,0.06,-105.00,267.00,-20.00
-0.98,0.03,-0.04,-1.04,0.73,-0.67,-103.00,267.00,-20.00
-0.98,0.03,-0.04,0.12,-0.67,-0.18,-103.00,262.00,-18.00
-0.98,0.03,-0.04,-1.16,0.92,-0.31,-105.00,264.00,-21.00
-0.98,0.03,-0.04,-0.85,0.92,-0.79,-105.00,263.00,-21.00
-0.98,0.03,-0.04,0.24,-0.43,-0.06,-103.00,263.00,-18.00
-0.98,0.03,-0.04,-0.98,0.92,-0.31,-101.00,265.00,-21.00
-0.98,0.03,-0.04,-0.67,0.31,-0.37,-101.00,265.00,-19.00
-0.98,0.03,-0.04,-0.24,-0.18,-0.12,-104.00,267.00,-16.00
-0.98,0.03,-0.04,-0.49,0.37,-0.55,-101.00,266.00,-16.00
-0.98,0.03,-0.04,0.79,-0.12,-0.61,-103.00,266.00,-16.00
-0.98,0.03,-0.04,-0.49,0.12,-0.06,-103.00,264.00,-18.00
-0.98,0.03,-0.04,-0.85,0.18,0.31,-102.00,265.00,-18.00
-0.98,0.03,-0.04,-0.79,0.24,0.00,-103.00,262.00,-18.00
-0.98,0.03,-0.04,-0.92,0.43,-0.06,-102.00,267.00,-20.00
-0.98,0.03,-0.04,-0.55,0.06,-0.12,-101.00,266.00,-14.00
-0.98,0.03,-0.04,-0.37,0.06,-0.61,-101.00,268.00,-16.00
-0.98,0.03,-0.03,0.31,0.06,-0.73,-101.00,267.00,-20.00
-0.98,0.03,-0.04,0.00,-0.18,-0.43,-102.00,264.00,-15.00
-0.98,0.03,-0.04,-1.22,0.85,-0.55,-102.00,266.00,-16.00
-0.98,0.03,-0.04,-0.67,0.06,-0.61,-104.00,265.00,-24.00
-0.98,0.03,-0.04,-0.61,0.12,-0.31,-102.00,266.00,-16.00
-0.98,0.03,-0.03,0.12,0.12,-0.12,-103.00,267.00,-17.00
-0.98,0.03,-0.03,0.55,-0.73,0.18,-102.00,266.00,-16.00
-0.98,0.03,-0.04,0.12,0.00,-0.24,-102.00,266.00,-17.00
-0.98,0.03,-0.04,-1.46,0.85,-0.55,-103.00,264.00,-14.00
-0.98,0.03,-0.04,0.55,-0.61,-0.49,-101.00,267.00,-16.00
-0.98,0.03,-0.04,-0.61,0.49,-0.49,-101.00,266.00,-17.00
-0.98,0.03,-0.04,-0.37,0.12,-0.85,-103.00,267.00,-19.00
-0.98,0.03,-0.04,-0.73,-0.24,0.43,-102.00,265.00,-18.00
-0.98,0.03,-0.04,-1.04,0.31,-0.12,-103.00,266.00,-20.00
-0.98,0.03,-0.04,-0.37,0.12,-0.43,-103.00,265.00,-19.00
-0.98,0.03,-0.04,-0.61,0.55,-0.61,-102.00,264.00,-12.00
-0.98,0.03,-0.04,-0.73,0.31,-0.61,-102.00,265.00,-19.00
-0.98,0.03,-0.04,-0.92,0.37,-0.12,-104.00,267.00,-13.00
-0.98,0.03,-0.04,-1.16,0.00,0.37,-102.00,267.00,-16.00
-0.98,0.03,-0.04,1.22,-0.67,0.12,-106.00,265.00,-16.00
-0.98,0.03,-0.04,0.24,-0.24,0.31,-101.00,267.00,-15.00
-0.98,0.03,-0.04,-0.79,0.85,-0.24,-102.00,264.00,-19.00
-0.98,0.03,-0.04,-2.44,1.40,-0.49,-101.00,266.00,-22.00
-0.98,0.03,-0.04,-0.18,0.37,-0.37,-102.00,266.00,-18.00
-0.98,0.03,-0.04,0.37,-0.31,-0.31,-104.00,265.00,-19.00
-0.98,0.03,-0.04,-0.85,0.24,-0.55,-103.00,266.00,-19.00
-0.98,0.03,-0.04,-1.83,1.10,0.43,-102.00,263.00,-18.00
-0.98,0.03,-0.04,0.55,-0.12,-0.55,-103.00,264.00,-15.00
-0.98,0.03,-0.03,0.06,0.00,-0.37,-102.00,267.00,-19.00
-0.98,0.03,-0.04,-0.61,0.37,-0.79,-102.00,267.00,-15.00
-0.98,0.03,-0.04,-0.73,0.24,-0.12,-102.00,264.00,-17.00
-0.98,0.03,-0.04,-0.98,0.00,0.43,-102.00,266.00,-20.00
-0.98,0.03,-0.04,0.31,-0.49,0.12,-103.00,266.00,-18.00
-0.98,0.03,-0.04,-1.16,0.00,0.06,-104.00,268.00,-20.00
-0.98,0.03,-0.04,-1.34,1.04,-0.24,-104.00,265.00,-19.00
-0.98,0.03,-0.04,-0.85,0.06,0.00,-102.00,264.00,-18.00
-0.98,0.03,-0.04,-0.31,0.24,-0.24,-104.00,265.00,-16.00
-0.98,0.03,-0.04,0.18,-0.06,-0.67,-101.00,265.00,-19.00
-0.98,0.03,-0.04,-1.04,0.61,-0.49,-105.00,267.00,-21.00
-0.98,0.03,-0.04,-0.85,-0.18,0.55,-103.00,264.00,-16.00
-0.98,0.03,-0.04,-0.55,-0.06,0.24,-104.00,266.00,-16.00
-0.98,0.03,-0.04,0.37,0.00,-0.43,-103.00,266.00,-17.00
-0.98,0.03,-0.04,-0.31,0.31,-0.79,-102.00,266.00,-18.00
-0.98,0.03,-0.04,-1.40,1.10,-0.37,-103.00,266.00,-20.00
-0.98,0.03,-0.04,-0.61,0.12,-0.06,-102.00,265.00,-19.00
-0.98,0.03,-0.04,0.06,-0.49,0.00,-102.00,265.00,-20.00
-0.98,0.03,-0.04,-0.31,0.18,-0.18,-103.00,265.00,-15.00
-0.98,0.03,-0.04,0.31,-0.37,-0.18,-102.00,266.00,-19.00
-0.98,0.03,-0.04,-0.67,0.31,-0.55,-104.00,265.00,-18.00
-0.98,0.03,-0.04,-0.24,-0.49,-0.18,-105.00,265.00,-20.00
-0.98,0.03,-0.04,-0.18,-0.31,0.06,-101.00,265.00,-20.00
-0.98,0.03,-0.04,-0.49,-0.06,0.12,-102.00,266.00,-15.00
-0.98,0.03,-0.04,-0.49,-0.12,0.61,-101.00,265.00,-20.00
-0.98,0.03,-0.04,-0.61,0.31,0.06,-103.00,266.00,-18.00
-0.98,0.03,-0.04,-0.55,0.49,-0.31,-103.00,263.00,-18.00
-0.98,0.03,-0.04,-1.59,1.04,-0.37,-104.00,265.00,-18.00
-0.98,0.03,-0.04,0.37,-0.18,-0.37,-103.00,265.00,-14.00
-0.98,0.03,-0.04,-0.61,0.18,-0.12,-105.00,265.00,-18.00
-0.98,0.03,-0.04,-0.43,0.00,0.00,-102.00,264.00,-14.00
-0.98,0.03,-0.04,-1.71,0.98,-0.31,-101.00,266.00,-14.00
-0.98,0.03,-0.04,-1.22,0.37,0.18,-103.00,265.00,-16.00
-0.98,0.03,-0.04,0.73,-0.31,-0.43,-102.00,262.00,-21.00
-0.98,0.03,-0.04,-0.18,0.31,-0.24,-103.00,264.00,-20.00
-0.98,0.03,-0.04,-1.10,0.67,0.00,-100.00,265.00,-16.00
-0.98,0.03,-0.04,-0.31,0.37,-0.98,-105.00,264.00,-16.00
-0.98,0.03,-0.04,0.18,-0.43,-0.37,-102.00,264.00,-16.00
-0.98,0.03,-0.04,-0.12,0.24,-0.49,-102.00,266.00,-20.00
-0.98,0.03,-0.04,-1.22,0.73,-0.06,-101.00,265.00,-15.00
-0.98,0.03,-0.04,-0.73,0.49,-0.49,-102.00,267.00,-14.00
-0.98,0.03,-0.04,-0.31,0.24,-0.24,-103.00,264.00,-14.00
-0.98,0.03,-0.04,-0.92,0.12,0.37,-103.00,265.00,-17.00
-0.98,0.02,-0.04,-0.55,-0.43,0.43,-103.00,265.00,-20.00
-0.98,0.03,-0.04,-0.73,-0.18,-0.73,-104.00,265.00,-16.00
-0.98,0.03,-0.04,-0.24,0.06,-0.43,-103.00,266.00,-15.00
-0.98,0.03,-0.04,-0.31,-0.12,-0.49,-103.00,264.00,-16.00
-0.98,0.03,-0.04,-0.18,-0.37,-0.06,-102.00,262.00,-15.00
-0.98,0.03,-0.04,-0.12,-0.43,0.37,-104.00,266.00,-16.00
-0.98,0.03,-0.04,-1.10,0.18,0.49,-103.00,265.00,-18.00
-0.98,0.03,-0.04,0.37,-0.12,-0.06,-104.00,265.00,-18.00
-0.98,0.03,-0.04,-0.92,0.55,-0.31,-105.00,263.00,-16.00
-0.98,0.03,-0.04,-0.92,0.85,-0.73,-103.00,264.00,-13.00
-0.98,0.03,-0.04,-0.43,-0.12,0.18,-104.00,266.00,-19.00
-0.98,0.03,-0.04,0.37,-0.85,0.49,-104.00,265.00,-20.00
-0.98,0.03,-0.04,0.55,-0.67,-0.37,-102.00,264.00,-15.00
-0.98,0.03,-0.04,-0.24,0.31,-0.43,-102.00,266.00,-18.00
-0.98,0.03,-0.04,-0.67,0.55,-0.12,-102.00,265.00,-14.00
-0.98,0.03,-0.04,-1.10,0.61,-0.06,-103.00,267.00,-16.00
-0.98,0.03,-0.04,-0.67,0.43,-0.79,-105.00,265.00,-21.00
-0.98,0.03,-0.04,-0.73,0.31,-0.24,-105.00,265.00,-14.00
-0.98,0.03,-0.04,-0.67,0.49,-0.67,-105.00,266.00,-13.00
-0.98,0.03,-0.04,-1.10,0.85,0.12,-105.00,266.00,-14.00
-0.98,0.03,-0.04,0.55,-0.24,-0.12,-102.00,265.00,-16.00
-0.98,0.03,-0.04,0.12,-0.37,0.12,-103.00,264.00,-20.00
-0.98,0.03,-0.04,-0.12,-0.06,-0.49,-104.00,262.00,-20.00
-0.98,0.03,-0.04,-1.53,0.43,0.43,-104.00,264.00,-17.00
-0.98,0.03,-0.04,-0.55,0.24,-0.73,-103.00,263.00,-19.00
-0.98,0.03,-0.04,0.43,-0.79,-0.18,-103.00,264.00,-13.00
-0.98,0.03,-0.04,0.12,0.61,-0.73,-103.00,263.00,-20.00
-0.98,0.03,-0.04,-0.49,0.43,-0.37,-104.00,265.00,-17.00
-0.98,0.03,-0.04,-0.12,-0.61,0.06,-102.00,265.00,-19.00
-0.98,0.03,-0.04,-0.06,0.18,-0.85,-103.00,267.00,-16.00
-0.98,0.03,-0.04,0.06,-0.43,-0.24,-103.00,265.00,-17.00
-0.98,0.03,-0.04,-0.06,-0.12,0.06,-104.00,265.00,-21.00
-0.98,0.03,-0.04,0.43,0.24,-0.73,-102.00,266.00,-16.00
-0.98,0.03,-0.04,-0.55,0.00,-0.06,-105.00,263.00,-18.00
-0.98,0.03,-0.04,-0.73,0.61,-0.55,-104.00,262.00,-14.00
-0.98,0.03,-0.04,-0.37,0.00,-0.37,-104.00,267.00,-18.00
-0.98,0.03,-0.04,-0.79,0.00,0.12,-102.00,266.00,-19.00
-0.98,0.03,-0.04,-0.92,-0.31,0.37,-102.00,265.00,-14.00
-0.98,0.03,-0.04,-0.49,-0.31,0.37,-102.00,267.00,-16.00
-0.98,0.03,-0.04,-0.61,-0.06,0.67,-103.00,264.00,-20.00
-0.98,0.03,-0.04,-1.46,0.31,0.67,-103.00,265.00,-17.00
-0.98,0.03,-0.03,-0.31,0.43,-0.31,-104.00,264.00,-16.00
-0.98,0.03,-0.04,1.77,-0.24,-0.24,-102.00,265.00,-18.00
-0.98,0.03,-0.04,0.24,0.18,-0.31,-103.00,265.00,-14.00
-0.98,0.03,-0.04,-0.49,0.18,-0.37,-103.00,264.00,-19.00
-0.98,0.03,-0.04,-1.10,0.55,-0.37,-102.00,265.00,-13.00
-0.98,0.02,-0.04,-1.10,0.43,0.06,-102.00,265.00,-16.00
-0.98,0.03,-0.04,-0.06,-0.37,0.37,-104.00,265.00,-19.00
-0.98,0.03,-0.04,0.18,-0.06,0.18,-105.00,265.00,-18.00
-0.98,0.03,-0.04,-0.24,0.43,-0.61,-103.00,266.00,-18.00
-0.98,0.03,-0.04,-0.55,0.55,-0.61,-105.00,266.00,-21.00
-0.98,0.03,-0.04,-0.67,-0.12,0.24,-103.00,265.00,-18.00
-0.98,0.03,-0.04,0.67,-0.61,-0.73,-102.00,265.00,-20.00
-0.98,0.03,-0.04,0.00,-0.37,-0.55,-104.00,264.00,-15.00
-0.98,0.03,-0.04,-1.04,0.61,-0.31,-103.00,264.00,-18.00
-0.98,0.03,-0.04,-1.34,0.67,-0.18,-103.00,265.00,-11.00
-0.98,0.03,-0.03,0.24,-0.06,-0.55,-104.00,265.00,-18.00
-0.98,0.03,-0.04,0.55,0.06,-0.37,-102.00,266.00,-22.00
-0.98,0.03,-0.04,-0.24,0.00,-0.43,-103.00,267.00,-18.00
-0.98,0.03,-0.04,-1.10,0.61,-0.43,-103.00,266.00,-19.00
-0.98,0.03,-0.04,-0.79,-0.31,0.55,-102.00,266.00,-12.00
-0.98,0.03,-0.04,0.24,0.00,-0.49,-103.00,265.00,-17.00
-0.98,0.03,-0.04,-0.98,0.43,0.43,-103.00,266.00,-15.00
-0.98,0.03,-0.04,-0.79,0.00,0.49,-102.00,265.00,-18.00
-0.98,0.03,-0.04,-0.49,0.49,-0.43,-102.00,265.00,-21.00
