ax,ay,az,gx,gy,gz,mx,my,mz
1.00,-0.09,0.02,-0.31,-0.31,-0.06,-12.00,22.00,-48.00
1.00,-0.09,0.02,-1.46,0.31,0.61,-10.00,25.00,-47.00
1.00,-0.09,0.02,0.49,-0.92,-0.92,-13.00,25.00,-50.00
1.00,-0.09,0.03,0.37,-1.04,-0.85,-13.00,24.00,-50.00
1.00,-0.11,0.03,0.79,0.61,-2.26,-12.00,25.00,-48.00
1.00,-0.09,0.03,0.55,-0.92,-0.98,-13.00,25.00,-43.00
1.00,-0.09,0.02,-2.01,0.73,0.43,-10.00,26.00,-51.00
1.00,-0.09,0.02,0.06,-0.18,-0.24,-13.00,24.00,-48.00
1.00,-0.09,0.02,-0.43,-0.18,-0.31,-11.00,22.00,-47.00
1.00,-0.10,0.02,0.43,-0.18,-1.04,-12.00,26.00,-52.00
1.00,-0.10,0.03,-0.98,0.55,0.24,-9.00,23.00,-52.00
1.00,-0.09,0.03,0.92,0.37,-1.65,-11.00,25.00,-54.00
1.00,-0.10,0.02,-1.10,0.67,0.31,-13.00,25.00,-52.00
1.00,-0.10,0.02,-0.55,0.55,-0.31,-12.00,26.00,-51.00
1.00,-0.10,0.02,-0.55,0.12,-0.24,-14.00,23.00,-52.00
1.00,-0.10,0.02,-0.98,0.00,0.24,-11.00,27.00,-48.00
1.00,-0.09,0.03,-1.65,0.12,0.85,-10.00,26.00,-49.00
1.00,-0.09,0.02,-1.34,0.73,0.37,-12.00,25.00,-46.00
1.00,-0.09,0.03,-1.46,0.61,1.34,-14.00,26.00,-50.00
1.00,-0.09,0.02,-0.18,0.79,0.98,-11.00,25.00,-47.00
1.00,-0.09,0.02,-0.43,0.00,-0.06,-12.00,23.00,-51.00
1.00,-0.08,0.03,-0.18,-0.06,2.62,-11.00,23.00,-48.00
1.00,-0.09,0.02,0.79,0.67,-0.49,-14.00,22.00,-48.00
1.00,-0.08,0.02,-1.53,0.61,-0.24,-10.00,24.00,-47.00
1.00,-0.08,0.02,-1.16,0.67,0.49,-10.00,22.00,-50.00
1.00,-0.07,0.02,-0.24,-0.18,0.37,-12.00,23.00,-48.00
1.00,-0.07,0.02,0.92,-0.92,0.00,-10.00,25.00,-48.00
1.00,-0.08,0.02,-0.24,0.55,-1.16,-12.00,24.00,-43.00
1.00,-0.08,0.02,0.24,-0.37,-1.22,-11.00,23.00,-49.00
1.00,-0.08,0.02,-0.79,-0.43,-1.10,-10.00,21.00,-46.00
1.00,-0.08,0.03,0.06,-0.24,-0.92,-12.00,25.00,-46.00
1.00,-0.09,0.02,-0.31,-0.55,-0.37,-13.00,24.00,-46.00
1.00,-0.08,0.03,0.00,-0.37,0.24,-10.00,24.00,-48.00
1.00,-0.08,0.02,0.18,0.12,-0.43,-12.00,23.00,-48.00
1.00,-0.09,0.03,0.06,-0.31,-0.49,-10.00,24.00,-45.00
1.00,-0.08,0.02,0.55,0.67,0.18,-11.00,22.00,-47.00
1.00,-0.08,0.02,1.10,-0.12,-1.22,-10.00,25.00,-46.00
1.00,-0.09,0.02,-1.04,0.73,-0.12,-11.00,25.00,-46.00
1.00,-0.08,0.02,0.12,-0.49,-0.55,-10.00,23.00,-54.00
1.00,-0.09,0.03,-0.92,0.49,0.00,-12.00,25.00,-46.00
1.00,-0.08,0.03,-1.04,0.55,-0.18,-11.00,23.00,-45.00
1.00,-0.08,0.02,-0.43,-0.18,-0.18,-11.00,22.00,-47.00
1.00,-0.08,0.03,-0.37,0.31,-0.31,-11.00,24.00,-46.00
1.00,-0.08,0.03,-0.31,0.18,-0.12,-12.00,24.00,-45.00
1.00,-0.08,0.02,-0.12,0.43,-0.61,-11.00,25.00,-55.00
1.00,-0.08,0.02,-0.55,0.55,-0.06,-13.00,26.00,-50.00
1.00,-0.08,0.02,-1.10,0.73,0.43,-11.00,25.00,-51.00
1.00,-0.08,0.02,-0.12,0.00,0.06,-11.00,21.00,-48.00
1.00,-0.07,0.02,-1.16,0.73,-0.31,-11.00,23.00,-47.00
1.00,-0.07,0.02,-0.55,0.12,0.06,-13.00,24.00,-45.00
1.00,-0.08,0.02,-0.85,0.43,-0.43,-11.00,25.00,-46.00
1.00,-0.07,0.03,-0.73,-0.18,-0.06,-13.00,23.00,-45.00
1.00,-0.08,0.02,0.31,0.37,-0.67,-10.00,23.00,-44.00
1.00,-0.08,0.03,0.49,-0.61,-1.16,-11.00,20.00,-44.00
1.00,-0.08,0.03,-0.79,-0.24,-0.12,-12.00,23.00,-45.00
1.00,-0.08,0.02,1.28,-0.98,-1.65,-10.00,22.00,-46.00
1.00,-0.07,0.02,0.49,-0.98,-0.24,-12.00,25.00,-46.00
1.00,-0.07,0.01,0.55,-0.37,-1.28,-11.00,23.00,-49.00
1.00,-0.08,0.02,0.31,-0.79,-1.16,-15.00,25.00,-50.00
1.00,-0.07,0.02,-0.79,0.61,-1.22,-10.00,23.00,-46.00
1.00,-0.08,0.03,0.43,-0.55,-1.28,-13.00,24.00,-49.00
